,text,Çø¿À,¼ºº°,ÀÌ³ä/Áö¿ª,ÀÎ°£Á¸¾ö¼º
3280,³Ê¹« Á¤Ä¡ÀûÀÎ ¿µÈ­¶ó Á» ±×·¸³×¿ä »ç¶÷¸¶´Ù º¸´Â ½ÃÁ¡ÀÌ Æ²¸±ÅÙµ¥ ³Ê¹« ÀÏ¹æÀûÀÎ ³ë¼±ÀÇ ¿µÈ­´Â Áö¾çÇØ¾ßÇÏÁö ¾ÊÀ»±î¿ä,0,0,0,0
3912,Ã³À½ÀÌ´Â ÁøÂ¥ Ã¸º¸¿µÈ­°°´õ´Ï,0,0,0,0
1040,ºÏÇÑ Âù¾ç Á» Àû´çÇØÁ» ÇØ¶ó,0,0,0,0
4016,¾û¼ºÇÏ°í ´À½¼ÇÏ°í ¹è¿ì°¡ ¾Æ±õ´Ù 0Á¡ÀÌµð,0,0,0,0
3538,±ØÁÂÆÄÀû¿µÈ­ ¸®¾óÀç¹Ì¾ø¾î¿ä,0,0,0,0
3072,È£±â½ÉÀ¸·Î¶óµµ º¸Áö¸¶½Ê½Ã¿À Á¤Ä¡Àû ¸Þ¼¼Áö¸¦ ¶°³ª¼­ ±×³É ¶Ë ±× ÀÚÃ¼¿´½À´Ï´Ù,0,0,0,0
3704,±â´ë¸¦ °®°í ºÃÁö¸¸ Áß¹Ý ÀÌÈÄºÎÅÍ´Â Á¤Ä¡»öÀÌ ³Ê¹« Â£¾îÁ® »ï·ù È«º¸ ¿µ»ó º¸´Â ´À³¦,0,0,0,0
3208,À×  ¹¹¾ß  ³Ê¹«ÇÑ°Å ¾Æ´Ï³Ä°í,0,0,0,0
4426,"°°Àº¼¼´ëÀÇ ¾Æ¹öÁö½Ã°í °ÅÀÇ ºñ½ÁÇÑ »îÀ» »ç¼Ì°í ÀúÈñÁýÀº °¡³­Çß´Âµ¥ ¿Ö ³­ ´«¹°ÀÌ ³ªÁö¾Ê°í Çê¿ôÀ½¸¸ ³ª¿ÔÀ»±î¿ä. Á¤Áø¿µ,È²Á¤¹Î,¿À´Þ¼ö´ÔÀÌ ÀÌ¿µÈ­¿¡ Ãâ¿¬ÇÏ¼Ì´Ü°Ô ¿Ö ÀÌÇØ°¡ ¾ÈµÉ±î¿ä.",0,0,0,0
2148,ÆòÁ¡      Á¶ÀÛ   ¿­ÀÚ¿­ÀÚ,0,0,0,0
2404,Á¦ÀÌÀç¿À¿î¾î¾ß´©¿õ,0,0,0,0
2640,Æä¹Ìµé ¿µÈ­ Á¶Ä¿¿¡ ÆòÁ¡Å×·¯Áß 1Á¡ÁØ°Å Å¬¸¯Çß´õ´Ï 82³â»ý±èÁö¿µ¿¡ 10Á¡,1,1,0,0
3087,¿©¼º¶ó¼­ Èûµç °ÍÀÌ ¾Æ´Ñ »ç¶÷ÀÌ »ì´Ùº¸¸é Èûµç °ÍÀÌ¸ç  ÀÌ·± °ÍÀ» ¼­·Î°¡ µµ¿Í°¡¸ç ÁÁ°Ô º¯È­ÇÒ ¼ö ÀÖµµ·Ï ÇØ¾ßÁö ´ÜÁö ÀÏºÎ ³²¼ºÀÇ Àß¸øµÈ ÁþÀ¸·Î ¸ðµç ³²¼ºÀÌ ¹üÁËÀÚÀÌ°í ¸ðµç ¿©¼ºÀº ÇÇÇØÀÚÀÌ±â¸¸ ÇÏ´Ù´Â Àß¸øµÈ ÀÎ½ÄÀ» ½É°í ÀÖ´Â ¿µÈ­ÀÌ¸ç  ³²³à °¥µîÀ» ½ÉÈ­½ÃÄÑ ÁÁ°Ô ÇØ°áÇØ³ª°¥ ¼öµµ ÀÖ´Â °Íµµ ´ëÇÑ¹Î±¹ÀÇ ÀÇ½É°ú Æí°¡¸£±â¸¦ ½ÃÅ°´Â ¿µÈ­·Î º¸ÀÎ´Ù  ¹è¿ìµéÀÌ ¿¬±â´Â ÁÁ¾ÒÀ¸³ª ´ÜÁö ¾ÆÀÌ¸¦ ³º°í »ç¶ûÀ¸·Î ±â¸£±â À§ÇØ °¨¼ºÀÌ ¹ß´ÞÇÑ ¿©¼ºÀ» ¼±µ¿½ÃÅ°´Â Áú ³·Àº ¿µÈ­¶ó°í »ý°¢µÈ´Ù  ¹°·Ð ÀÌ·¸°Ô Èûµç ¿©¼ºµéµµ ÀÖÁö¸¸ ¿ì¸® ¸ðµÎ°¡ ÇÇÇØÀÇ½Ã¸¸ °¡ÁöÁö ¸»°í Èûµç¿©¼ºÀÇ ÀÎ½Äº¯È­¿Í ¼­·Î°¡ µµ¿Í¼­ ³ª»Û °ÍÀ» ÇÕ¸®ÀûÀ¸·Î °íÄ¥ ¼ö ÀÖ´Â »çÈ¸°¡ µÇ¾úÀ¸¸é ÁÁ°Ú°í  »ç¶ûÀ¸·Î ÅÂ¾î³­ ¾ÆÀÌ¸¦ ±â¸£´Â °ÍÀº Á¸°æ¹Þ¾Æ ¸¶¶¥ÇÏ´Ù´Â °ÍÀ» »õ»ï ±ú´Þ¾ÒÀ¸¸é ÁÁ°Ú´Ù  ¾î¸Ó´Ï°¡ µÇ´Â °ÍÀº À§´ëÇÑ ÀÏÀÌ´Ù  ±× ¾î¸Ó´Ï°¡ µÇ¾î¼­ ¹«¾ð°¡¸¦ Æ÷±âÇØ¾ßÇÑ´Ù°í »ý°¢ÀÌ µé°í ³²Å¿À» ÇÏ·Á°Åµç ÀÚ½Å¸¸À» À§ÇØ »ì±â ¹Ù¶õ´Ù  ´Ù¸¥ »ç¶÷ Å¿ÇÏ°í ¾ÆÀÌ¿¡°Ô ¸÷¾µÁþ ÇÏÁö ¸»°í ÁøÂ¥ º¼¼ö·Ï °¡°üÀÌ³×     ¹ÌÈ­¹ÌÈ­ ÀÌ·± ¹ÌÈ­°¡ ¾ø´Ù,0,0,0,0
1869,±×·¡¼­ ¹¹   ÆÑÆ®°¡¹¹¾ß,0,0,0,0
2920,Á¦¹ß ÀÌ·± ³²³àºÐ¿­ Á¶ÀåÇÏ´Â ¿µÈ­Á» ¸¸µéÁö ¸¶¶ó,0,0,0,0
3101,¾ïÁö·Î ²ø·Á°¡¼­ ¿µÈ­º¸´Ù ¹ÚÂ÷°í ³ª¿Í¼­ È­Àå½Ç¿¡ ¶Ë´©´ÂÁß,0,0,0,0
3372,³ª¸¸Àç¹Ì¾ø¾ú³ª    ´ëÅë·É »ìÀÎÇÑ »ç¶÷ÀÌ ÈÊ³¯ ¿µ¿õÀ¸·Î  Âü³ª,0,0,0,0
4214,µ¿ÀüÀÇ ¾Õ¸é¸¸ º¸´Â ÆíÇùÇÑ ½Ã°¢ÀÇ Ã¶ Áö³­ ½ÅÆÄ.,0,0,0,0
3510,ÇÑÂÊÀ¸·Î Ä¡¿ìÃÄ ¿ª»ç¸¦  ¿Ö°îÇÏ´Â OOO±â ¿µÈ­,0,0,0,0
1611,³ªµµ Èûµé°Ô Áý¿¡¼­ ¾Ö Å°¿ì¸é¼­ ½º¹÷ °¡¸ç »ì°í ½Í¾î¿ä,1,1,0,0
2173,¿ª´ë ÃÖ¾ÇÀÔ´Ï´Ù,0,0,0,0
949,¾Æ  º¸´Â ³»³» Á¹¾Ò´Ù Á¹¾Æ¼­ Á¤½Å ¸øÂ÷¸°Àû Ã³À½ÀÓ ·Î·º½º ÇÏ¸é¼­ ½Ã°èÁÝ´Â Àå¸é ºÎÅÍ ±â¾ï¾È³² ÀÌÈ¿¸® ³ª¿À´Â ºÎºÐ¿¡¼­±þ   Ä£±¸µé °øÀÛ º»´ë¼­ ¿µÈ­°ü¶÷±Ç Å°ÇÁÆ¼ÄÜ »çÁá´Âµ¥ ¾Æ±î¿ö ¹ÌÄ¡°ÚÀ½,0,0,0,0
4303,±â´ëÇÏ°í ºÃ´Âµ¥ Àç¹Ì¾ø³×¿ä.,0,0,0,0
1605,³ª¶ó¸¦ ¹ÝÀ¸·Î °¥¶ó³õÀº ¿øÈä ±èÁö¿µÀÇ ¼Ò¼³ÀÌ ¿µÈ­·Î  82³â»ý ±è¶Ç±øÀÌ¶õ ¿µÈ­°¡ ³ª¿À±æ ¹Ù¶ø´Ï´Ù,1,0,1,0
2748,¿À¿ì ¿À¿ì ¿À¿ì ¿À¿ì ¿À¿ì ¿À¿ì ¿À¿ì ¿À¿ì ¿À¿ì ¿À¿ì ¿À¿ì ¿À¿ì ¿À¿ì ¿À¿ì ¿À¿ì ¿À¿ì ¿À¿ì ¿À¿ì ¿À¿ì ¿À¿ì ¿À¿ì ¿À¿ì ¿À¿ì ¿À¿ì ¿À¿ì ¿À¿ì ¿À¿ì ¿À¿ì ¿À¿ì ¿À¿ì ¿À¿ì ¿À¿ì ¿À¿ì ¿À¿ì ¿À¿ì ¿À¿ì ¿À¿ì ¿À¿ì ¿À¿ì ¿À¿ì ¿À¿ì ¿À¿ì ¿À¿ì ¿À¿ì ¿À¿ì ¿À¿ì ¿À¿ì ¿À¿ì ¿À¿ì ¿À¿ì ¿À¿ì ¿À¿ì ¿À¿ì ¿À¿ì ¿À¿ì ¿À¿ì ¿À¿ì ¿À¿ì ¿À¿ì ¿À¿ì ¿À¿ì ¿À¿ì ¿À¿ì ¿À¿ì ¿À¿ì ¿À¿ì ¿À¿ì ¿À¿ì ¿À¿ì ¿À¿ì ¿À¿ì ¿À¿ì ¿À¿ì ¿À¿ì ¿À¿ì ¿À¿ì ¿À¿ì ¿À¿ì,0,0,0,0
3672,¾îµð±îÁö°¡ »ç½ÇÀÎ°Å¾ß³ë°ñÀûÀÎ ÁÂÆíÇâ¿µÈ­ÃÊÁß¹Ý ÀÌÈÄ ³Ê¹«Áö·çÇÔ,0,0,0,0
721,ÀüÇüÀûÀÎ ÀÚÀÇ½ÄÀÇ °úÀ×Æä¹ÌÄÚÀÎÀÇ ±âÆøÁ¦,1,1,0,0
4082,´ë³õ°í Á¤ºÎ¿¡°Ô ÀÌ»Ý¹Þ±â À§ÇØ ¸¸µç ¿µÈ­¶ó´Â ´À³¦¸¸ ¹Þ¾Ò½À´Ï´Ù,0,0,0,0
0,¾²·¹±â ¿µÈ­ µ·OOÇÏÁö¸¶¼¼¿ä,0,0,0,0
4147,º° 1°³µµ ¾Æ±î¿î ÀüÇüÀûÀÎ ÁÂ»¡¿µÈ­  °í ±è´ëÁß Àü ´ëÅë·É°ú ´ç½Ã ¾ß´çÀº ³²ºÏ ÆòÈ­ÇØ°áÀÇ À¯ÀÏÇÑ ¼ö´ÜÀÌ°í  ´ç½Ã ¿©´çÀº ÀÚ½ÅµéÀÇ ±Ç·Â À¯Áö¸¦ À§ÇØ¼­¶ó¸é ºÏÇÑÀÇ ¹«·Âµµ¹ßµµ »ó°ü¾ø´Ù´Â ¸ð½ÀÀ» º¸¿©ÁÜ  ±×³É Ã³À½ºÎÅÍ ³¡±îÁö ÁÂ»¡Á¤ºÎ ¹ÌÈ­¿µÈ­,1,0,1,0
4233,ÀÚ²Ù °¨»óÆò ¾²¶óÇÏÁö¸¶¿À,0,0,0,0
2495,¿µÈ­°á·Ð  ÇÑ±¹³²ÀÚ´Â ¿¹ºñ»ìÀÎ¸¶ ÀÌ´Ù,1,1,0,0
411,82³â»ý ¿©ÀÚµéÀº ´ëÇÐÀ» ´Ù´Ï°í Á÷ÀåÀ» ´Ù´Ï°í ±×·¨Áö¸¸ 82³â»ý ³²ÀÚµéÀº ±ºº¹¹«¸¦ ÇÏ¸ç ¿¬ÆòÇØÀüÀÌ ÀÏ¾î³µÀ¸¸çÈûµçÀÏÀ» °Þ¾ú´Ù  ÀüÇô °ø°¨·ÂÀÌ ¾ÈµÇ´Â ¿µÈ­·Î ÃßÃµÀ» ÇÑ´Ù,0,0,0,0
806,Â÷¶ó¸® Å¬·¹¸àÅ¸ÀÎ 100¹øÀ» º¸´Â°Ô ³´´Ù,0,0,0,0
1629,¹º°í»ýÀ»Çß´Ù°í ÀÌ·±¿µÈ­±îÁö,0,0,0,0
245,¾ß¾ß Á¶Ä¿°¡ ¹ÌÃÄ¹ö¸° ÀÌÀ¯´Â ÀÌÀ¯µµ ¾Æ´Ï´Ù ÀÌ°Å ÇÑ³àµé ¿ÖÄÉ ¹ÌÃÄÀÖ³ª Çß´õ´Ï Á¶Ä¿ÀÇ »îÀº ºñ±³µµ ¾ÈµÇ´Â ´õÇÑ »îµéÀ» »ì°íÀÖ¾ú³× ¾È¹ÌÄ£°Ô ÀÌ»óÇÑ°Å´Ù   ±¤±â¿¡ ÃëÇÒ¼ö¹Û¿¡ ¾ø´Â ±×µéÀÇ ÀÎ»ý¿¡ ¹Ú¼ö¸¦,1,1,0,1
2135,¹«½Ä ¹«³ú ³ë´ä ³ë»ó½Ä ´äÀÌ¾øÀ½,1,0,0,1
1496,ÇÏÇÏÇÏÇÏ¿À¿ÀÈ£¿À¼Ò¿À¼î¿ä,0,0,0,0
427,0Á¡Àº ¾ø³ª¿ä,0,0,0,0
813,´Ù ¾È´Ù  ´Ù ÀÌÇØÇÑ´Ù  ±×·±µ¥ ÆòµîÀÇ Å¸ÇùÁ¡ÀÌ ¾îµð³Ä ±×·¡¼­ ´©°¡ ÇÇÇØÀÚ³Ä µ¿±â ¹ß»ý °á°ú    ´ëÃ¼ ´©°¡ ÇÇÇØÀÚ³Ä ¹¹°°Àº »çÈ¸¶§¹®¿¡ ±¹¹Î ¸ðµÎ°¡ ´õ·´°Ô ³·¾ÆÁø ÀÚÁ¸°¨À¸·Î À§·Î¸¦ Ã£´Â°ÅÁö ´Þ¶óÁúÁÙ ¾Ë¾Ò´ø »çÈ¸°¡ ´õ ¾î·Æ´Ù ÀÌ·¯Áö¸»ÀÚ  ¿ì¸° ´õ µ·µ¶ÇØÁ®¾ßÇÑ´Ù ¼­·Î¸¦ »ç¶ûÇÏÀÚ,0,0,0,0
2104,¼Ò¼³ °¡Áö°í ³²³à°¥µî Á¶ÀåÇÏ´Â ÃÖ¾ÇÀÇ ¿µÈ­,0,0,0,0
4094,³»¿ë»©°í´Â ´Ù ÁÁ¾Ò´Âµ¥ ³»¿ëÀÌ ³Ê¹« ºÒÆíÇØ¼­ 1Á¡µå¸²,0,0,0,0
2480,Á¤½Åº´ÀÚ°¡ º¸´Â Á¤½Åº´ÀÚÀÇ ½Ã¼±,1,0,0,1
462,¿©ÀÚµé¸¸ °íÅë¹Þ°í  ¾ö¸¶¸¸ ÇÇÇØº¸´Â ÀÌ±âÀûÀÎ ÆÇÅ¸Áö ¿µÈ­,0,0,0,0
3486,Á¤Ä¡»ö ¾øÀÌ ¿µÈ­´Â ¿µÈ­·Î º¸¶ó°í  ¾Æ´Ï Á¤Ä¡»öÀÌ ÀÌ·¸°Ô È®¿¬ÇÑµ¥ ¾î¶»°Ô ÀÇ½ÄÀ» ¾ÈÇØ  ±×·³ ¾ßÇÏ°í Æø·ÂÀûÀÎ 19±Ý ¿µÈ­µµ ¿µÈ­ÀÏ »ÓÀÌ´Ï±î ¹Ì¼º³âÀÚµµ ´Ù º¸°Ô ÇØ¾ßÁö  ¿Ö ºÎÁ¤ÀûÀÎ ¿µÇâÀ» ¹ÌÃÄ¼­ ¾ÈµÇ°ÚÁö  ÇÑ±¹Àº ¿µÈ­¿Í µå¶ó¸¶·Î ¿ª»ç¿Í Á¤Ä¡¸¦ ¹è¿ì´Â ³ª¶óÀÓ  °³ºÀÀÏµµ ¹Ì·ð´Ù°¡ ¼±°ÅÃ¶¿¡ ¸Â°Ô Àß °³ºÀÇß³×  ¹ÝÀÏ ¿îµ¿ ÇÒ¶§µµ ÀÏÁ¦½Ã´ë ¿µÈ­ °³ºÀÇÏ´Â ¼ö¹ý ÇÑµÎ¹øÀÓ  ±×·¡ ¿µÈ­ ´Â ¿µÈ­·Î º¸°í ¼±°Å ¶§ º¹¼öÇØ ÁÖ¸é µÇ°ÚÁö,0,0,0,0
652,¼öÁØ³·Àº¿µÈ­ÀÓ ¹¹¾ß ÀÌ¶ Æä¸Þµé¸¸ À§ÇÑ ¿µÈ­ÀÎ°¡ŸD,1,1,0,0
24,Æä¹ÌÀÇ Æä¹Ì¿¡ ÀÇÇÑ Æä¹Ì¸¦ À§ÇÑ ¿µÈ­ µûÀ§,1,1,0,0
1854,±ØÇø,0,0,0,0
1728,¿µÈ­·Î¼­ÀÇ Àç¹Ì¸¦ Ã£¾Æº¼¼ö°¡ ¾ø°í ¾²·¹±â ¿µÈ­   ¿¬±â ÇÑ ¹è¿ìµéÀÌ ´ë´ÜÇÏ´Ù,0,0,0,0
2591,°Á ´Ù¸¥ ³ª¶ó°¡ Á¦¹ß ÀÌ½½¶÷À¸·Î °¡,1,0,1,0
4421,¿¤º£ ½ÃÀå~~ ´ç¿¬È÷ 0Á¡,0,0,0,0
3776,¿ÃÇØº» ¿µÈ­Áß¿¡ °¡Àå µ·ÀÌ ¾Æ±õ°í °úÇÑ Á¤Ä¡»öÀ¸·Î ºÒÆíÇÔ¸¸ °¡µæÇÑ ¿µÈ­,0,0,0,0
3173,Á¤±ÇÀÌ ÀÌµûÀ§´Ï ÀÌ·± ¿µÈ­µµ ¸¸µé¾îÁöÁö    ÇÑ½ÉÇÏ´Ù1980³â´ë ÅÂ¾î³­ ¿©ÀÚ ´©¸±°Å ´Ù´©¸®¸ç ºü1¼øÀÌÁúÇÏ´Ù°¡20´ëµÅ¼­´Â µ·¹àÈ÷´Â µÈÀå³à ¸¸µé¾î ³»´õ´Ï 30´ë³Ñ¾î°¡¼± ¸¾ÃæÁþÇÏ°íÆä¹ÌÁþÇÏ°í ¾É¾ÆÀÖ´Ù  ÁøÂ¥ ÇÑ½ÉÇÒ»ÓÀÌ´Ù,1,1,0,1
567,ÀÌ·± ¿µÈ­¶§¹®¿¡ ÇÑ±¹¿µÈ­°¡ ¹ßÀüÀ» ¾ÈÇÏ´Â °Ì´Ï´Ù,0,0,0,0
2210,ÇÈ¼Ç   À» Çö½Ç·Î ¹Þ¾Æµå¸®°í ÇÇÇØ¸Á»ó¿¡ ºüÁú·¡,1,0,0,1
630,·Î¶Ç È®·üÀÇ ºÒÇàÀ» °Þ´Â ¿µÈ­¿¡ °¨Á¤ÀÌÀÔ ÇÏÁö ¸»°íÀÌµý°Å º¼ µ·À¸·Î ½ÇÁ¦ ÈûµçÀÏ °Þ°íÀÖ´Â ºÒ¿ìÀÌ¿ô¿¡ ±âºÎ³ª ÇØ¶ó,0,0,0,0
3881,ÁÂÆíÇâÀÎµ¥ ¿¬±â‹µéÀº Á¤¸» ¼Ò¸§µ¸´Â´Ù   ¿µÈ­ ÀÚÃ¼´Â ¸¸Á¡  ±¸°­¾×¼ÇÀÇ ³¡ÆÇ¿Õ ,0,0,0,0
2481,1Á¡µµ ¾Æ±õ´Ù ÆòÁ¡¾Ë¹Ù ÁøÂ¥¸¹³×,0,0,0,0
3833,¸¸¿øÁÖ°í ¿À·£¸¸¿¡ Ç«Àä³×,0,0,0,0
1121,123123000000000,0,0,0,0
778,¿©ÀÚ°¡ ¹Þ´Â ÇýÅÃÀº ´ç¿¬³²ÀÚ°¡ ¹Þ´Â ÇýÅÃÀº ºÒ°øÆò ¿©ÀÚ°¡ ¹Þ´Â Â÷º°Àº ÂüÀ» ¼ö ¾øÀ½ ³²ÀÚ°¡ ¹Þ´Â Â÷º°Àº ´ç¿¬ ÀÌ¶ó°í »ý°¢ÇÏ´Â  ¾ÆÁÖ ÀÌ±âÀûÀÎ ¸¶ÀÎµå,0,0,0,0
2401,¼ÖÁ÷È÷ °ø°¨ÀÌ ³Ê¹«¾ÈµÇ´Â ¿µÈ­,0,0,0,0
3328,ÃÑ¼±¿ë ¼±µ¿¿µÈ­ ¿ÀÁö±¸¿ä,0,0,0,0
2691,ÅÍ¹«³×ÀÌÅÍ³ªº¼°É,0,0,0,0
2106,Áø½É ÀÌ°É¿Öº½  ³ë°ø°¨,0,0,0,0
4005,ÀÌÁ¨ Á¤Ä¡»öÀÌ ³Ê¹« °­ÇÑ ¿µÈ­´Â º¸±â ½È´Ù,0,0,0,0
3565,»¡°»ÀÌ¼±µ¿¿µÈ­³Ä  º¸´Ù°¡ ºÒÄèÇØ¼­ ³ª¿È,1,0,1,0
1010,¿µÈ­¸¦ º¸°í µü ´À³¤Á¡ÀÌ¿¬ÆòÇØÀü  Ãµ¾ÈÇÔ  ¿¬Æòµµ Æ÷°Ý»ç°Ç ¿ì¸®³ª°¡ ºÏÇÑ¿¡°Ô ºÎÅ¹Çß´Ù°í ¸»ÇÏ´Â°Å °°Àºµ¥  Âü   ¿ì¸®³ª¶ó¸¦ À§ÇØ Èñ»ýÇÏ½Å ºÐµé¿¡°Ô ¹Ì¾ÈÇÏÁöµµ ¾ÊÀºÁö   ¿©´ç¾ß´ç ÇÒ°Å¾øÀÌ Á¦¹ß Á¤Ä¡ÀûÀ¸·Î ÀÌ¿ëÇÏÁö¸¿½Ã´Ù  ±×ºÐµéÀ» ¸¸Å­Àº,0,0,0,0
4275,È²Á¤¹Î ¶Ë»õ´©¸® Å¬¶ó½º,1,0,1,0
742,µü 1Á¡Â¥¸® ¾²·¹±â¿µÈ­,0,0,0,0
939,»¡°»ÀÌµé ±³À° ¿µÈ­,1,0,1,0
1890,ÆòÁ¡ÀÌ ¿ÖÀÌ·¸°Ô ³·À½,0,0,0,0
241,ÁÖÀ§¿¡ ´Ù ÂøÇÑ »ç¶÷µé¸¸ ÀÖ´õ¸¸ ºùÀÇ ÇÑ´Ù´Â°Å ÀÚÃ¼°¡ ÀÌÇØ°¡ ¾ÈµÊ ±×°Íµµ 82³â»ýÀÌ ¿©ÁÖ´Â ºñÁ¤»ó Åõ´úÀÌ ³²ÁÖ´Â ¼¼»ó ÂøÇÑ »ç¶÷À¸·Î ¸ðµç°É ÇØ°áÇØÁÜ ¿ÀÈ÷·Á ¿©¼ººñÇÏ·Î ´À²¸Áü  ¿øÀÛ¼Ò¼³ÀÇ ³í¶õÀ» ÀÌ¿ëÇØ ±³¹¦ÇÏ°Ô µ·¹úÀÌ¿ëÀ¸·Î ¸¸µç ¿µÈ­,0,0,0,0
1671,¿À´Ãµµ ¿µÈ­°èÀÇ ÇÑÈ¹À» ±×Àº ÀÛÇ° °¨»çµå¸®¸ç  Å¬·¹¸àÅ¸ÀÎ°ú ¾î±ú¸¦ °ßÁÙ ¸íÀÛ ´Ù½ÃÇÑ¹ø º¸°í½Í½À´Ï´Ù,0,0,0,0
4334,Àç¹Ì¾ø´Ù º°·Î °¨Èïµµ ¾ø´Ù Á¹´Ù ¿Ô´Ù,1,0,1,0
1567,ÀÌ·± ¿µÈ­°¡ ÈïÇàÇÏ´Ï Ãâ»êÀ²ÀÌ Àü ¼¼°è ²ÃÁöÇÏ´Â°ÅÁö ¾È ±×·¡,1,1,0,0
1338,¿ª»ç¿¡ ¹«ÁöÇÑ ÀÚ°¡ ¿ª»ç¿µÈ­¸¦ ¸¸µé¸é ÀÌ·¸°Ô µÈ´Ù  ¸ð¸£´Â ÀÚ°¡ ½Å³äÀ» °¡Áö¸é ¹«¼·´Ù´Â ¸»Ã³·³,0,0,0,0
133,µ¶ÀÏ¿¡¼­ 2Â÷´ëÀü ¹è°æÀ¸·Î ¾Æ¿ì½´ºñÃ÷¸¦ °ü¸®ÇÏ´Â ³ªÄ¡ ¼Ò¼Ó °¡ÀåÀÇ Èûµç ÀÎ»ý ÀÌ¾ß±â¸¦ ¸¸µç ²Ã 80³â´ë Ãâ»ý ¿©¼º ¸¸Å­ ¼ºº°À» ÀÌÀ¯·Î ³²À» ¹ÚÅ»ÇÏ°í ÂøÃëÇÑ ¼¼´ë°¡ ¾ø´Âµ¥,1,1,0,0
3067,±×³É±×·³   µ·³»°í º¸±â ¾Æ±î¿ü´Ù,0,0,0,0
1256,¹Ú´ëÅë·ÉÀº ³Ê¹« ³ª»Ú°Ô ¸¸µë,0,0,0,0
1447,¹»¸»ÇÏ´ÂÁö´Â ¾Ë°Ú´Âµ¥ ³Ê¹« ¾ïÁö´Ù  °úÇØ  ¿äÁò ¼ÖÁ÷È÷ ¿©¼º»óÀ§½Ã´ëÀÎµ¥ ÀÌµý°Å¿¡ °ø°¨ÀÌ °¡°Ú³Ä ºÎ¸ð¼¼´ëµµ ¾Æ´Ï°í 82³â»ý ÁÖÀ§82³â»ý ¸ðµÎ ºÎ¸ðµ·»¡¾Æ ¸Ô°í »ç´Â ±â»ýÃæ°°Àº ³â³ð¹Û¿¡ ¾ø´Â ¼¼´ë´øµ¥ ¸·¹ÙÁö¿¡ »Í»ÌÀ¸·Á°í ¹ß¾ÇÇÏ·Á°í ³ª¿Â ¿µÈ­´Ù  ¼Ò¼³ ÀßÆÈ·ÈÀ¸¸é °Å±â¼­ ³¡³»Áö,1,0,0,1
3689,Á¤Ä¡Àû Áß¸³Á» ÁöÄ×À¸¸éÃÖ¾ÇÀÇ¿µÈ­,0,0,0,0
3034,µ¹¾Æ°¡¼¼¿ä ²ÃÆä¹Ìµé¿¡°Ô ¼³µæ´çÇÏ±âÀü¿¡,1,1,0,0
3728,Á¤Ä¡»öµµ »öÀÌÁö¸¸ ³Ê¹«Áö·çÇÔ,0,0,0,0
4431,°³ÀÎÀûÀÎ ÆòÁ¡Àº 6.5Á¡. ´Ù¸¸ »½Æ¢±âµÈ ÆòÁ¡ Á¤»óÈ­¸¦ À§ÇØ 1Á¡,0,0,0,0
1008,ÁÂÁ»»õ³¢µéÀÇ Á¤½Å½Â¸®¿µÈ­ ºÏÀÌ¶û ¼±µ¿¾øÀÌ´Â ¾Æ¹«°Íµµ ¸øÇÏ´Â ¹ö·¯Áöµé °¨µ¶ÀÌ ÀÌÁ¤µµ¸é ±×ÀÇÀýÄ£ ÇÏÁ¤¿ìµµ ¾îÁö°£È÷ ÁÂÁ»ÀÏµí,1,0,1,1
1022,º° 0°³´Â ¾ø³Ä   ¾Æ ¸ñ°ÝÀÚ³ª º¼°É,0,0,0,0
377,57³â»ý ¿ì¸®¾ö¸¶µµ 90³â»ý ³» ¿©µ¿»ýµµ ÀÌ°Ç ¾Æ´Ï¶õ´Ù  Àû´çÈ÷ ÇØ¶ó ±º´ëµµ ¾È °¡´Â °ÍµéÀÌ,0,0,0,0
4084,¿µÈ­º¸·Á Çß´Âµ¥ ÁÂÆÄ¿µÈ­¶ó°í ÇÏ´Ï ¾Èº¸°ÚÀ½ ÀÌÈ¿¸®  ³ª¿Ô´Ù°í¿ä   ¸» ´ÙÇßÁö,0,0,0,0
690,82kg Á¤½Åº´ÀÚ ±èÁö¿µ,1,1,0,1
308,°³¾²·º ½Ã°£ ¾Æ±î¿ò º¸Áö¸¶¼¼¿ä,0,0,0,0
646,ÇÙ³ëÀë ÇÙ¾ïÁöÀü°³    ³²³à¶°³ª¼­ °³ÀÎÀûÀÎ»ý°¢,0,0,0,0
2646,½Ã´ë»ó¿¡ °É¸ÂÁö ¾Ê´Â ¼¼´ëÀÇ ¿À·ù  ¹ÌÀå¼ÏÀÇ ¾û¼ºÇÔ,0,0,0,0
2603,ÆòÁ¡À» º¸´Ï Á¤¸» ¿ª°ã³×¿ä  °°Àº ÇÑ Ç¥¶ó´Â°Ô °¡½¿¾ÆÇÅ´Ï´Ù,0,0,0,0
3577,»êÀ¸·Î °¡´Â ½ºÅä¸®  ÇÑ±¹¿µÈ­ °³ÄÜ ²¿¶óÁö Á¶¸¸°£ ³¯µí,0,0,0,0
1429,Â÷º°ÁÖÀÇÀÚµéÀÌ ³íÇÏ´Â ÀÚ½ÅÀÌ ¹ÞÀº Â÷º°,0,0,0,0
2726,¾î¾î´õÀúÁ®  ¾î¾î³ÊÀú¹ÙÁ¦Â÷³Ê¸¶¸Å³»³»¹è,0,0,0,0
3135,1882³â»ý ±èÁö¿µÀÌ¸é,0,0,0,0
496,¾–,0,0,0,0
1595,52³â»ý ±è²ÉºÐÀÌ¾úÀ¸¸é ÀÎÁ¤ÇßÁö,0,0,0,0
